Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
11/6/2024 18:52:04,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Every night,Often (5-6 times a week),Every day,High stress,Below Average
11/6/2024 18:52:25,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/6/2024 18:52:47,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
11/6/2024 18:53:15,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Poor
11/6/2024 18:53:32,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Poor
11/6/2024 18:53:52,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 18:54:16,Graduate student,Female,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Average
11/6/2024 18:54:41,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
11/6/2024 18:59:30,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:59:47,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Sometimes,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:00:20,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:00:42,Third year,Female,Often (5-6 times a week),7-8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:01:07,Graduate student,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:01:29,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Sometimes,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:01:58,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
11/6/2024 19:02:21,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:02:40,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:03:03,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Sometimes (3-4 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:03:37,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:03:57,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Every night,Every day,Every day,High stress,Poor
11/6/2024 19:04:16,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 19:04:36,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Always,Always,Severe impact,Every night,Every day,Every day,High stress,Poor
11/6/2024 19:04:54,Graduate student,Male,Every night,7-8 hours,Every night,Poor,Always,Often,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:05:10,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:05:29,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:05:49,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:07:59,Graduate student,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),High stress,Poor
11/6/2024 19:08:21,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Every day,High stress,Poor
11/6/2024 19:08:45,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
11/6/2024 19:09:18,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Moderate impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:09:42,Third year,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Sometimes,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/6/2024 19:10:00,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:10:35,Graduate student,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Below Average
11/6/2024 19:10:52,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Average
11/6/2024 19:11:25,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
11/6/2024 19:12:31,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:14:33,Graduate student,Male,Every night,7-8 hours,Every night,Average,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,High stress,Below Average
11/6/2024 19:15:41,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
12/10/2024 23:20:54,Second year,Female,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Sometimes (3-4 times a week),Every day,Often (5-6 times a week),High stress,Below Average
12/10/2024 23:21:21,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
12/10/2024 23:21:39,Second year,Female,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:21:55,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:22:18,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:22:37,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,High stress,Below Average
12/10/2024 23:22:54,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:23:33,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,High stress,Below Average
12/10/2024 23:24:19,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Poor,Sometimes,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
12/10/2024 23:24:37,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Average,Often,Often,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:24:55,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:25:23,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
12/10/2024 23:25:40,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
12/10/2024 23:25:55,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
12/10/2024 23:26:18,Third year,Male,Every night,7-8 hours,Every night,Poor,Often,Often,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Average
12/10/2024 23:26:56,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Average,Often,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/10/2024 23:27:23,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:27:42,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Always,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:27:59,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Always,Always,Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
12/10/2024 23:28:16,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),High stress,Poor
12/10/2024 23:28:34,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Every day,Often (5-6 times a week),High stress,Below Average
12/10/2024 23:28:52,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:29:10,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/10/2024 23:29:25,Third year,Male,Every night,7-8 hours,Every night,Poor,Often,Sometimes,Always,Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:29:43,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Good,Always,Always,Always,Severe impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
12/10/2024 23:30:03,Third year,Male,Every night,More than 8 hours,Every night,Poor,Sometimes,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:30:19,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
12/10/2024 23:31:09,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Sometimes,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Poor
12/10/2024 23:31:44,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Sometimes,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:32:17,Graduate student,Female,Sometimes (3-4 times a week),More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
12/10/2024 23:32:57,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Always,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:33:35,Second year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/10/2024 23:35:11,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Every night,Sometimes (3-4 times a week),Every day,Extremely high stress,Below Average
12/10/2024 23:36:59,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
12/10/2024 23:37:16,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,High stress,Poor
12/10/2024 23:37:32,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/11/2024 22:32:40,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Always,Always,Severe impact,Every night,Every day,Every day,High stress,Poor
12/11/2024 22:32:58,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,High stress,Poor
12/11/2024 22:33:16,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,High stress,Poor
12/11/2024 22:33:34,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
12/11/2024 22:33:52,Graduate student,Female,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
12/11/2024 22:34:11,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
12/11/2024 22:34:28,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Always,Always,Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/11/2024 22:34:44,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
12/11/2024 22:35:01,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
12/11/2024 22:35:20,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Always,Always,Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/11/2024 22:35:38,Third year,Male,Every night,7-8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
12/11/2024 22:35:57,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
12/12/2024 0:01:59,Graduate student,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
12/12/2024 0:02:18,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Always,Always,Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
12/12/2024 0:02:34,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
12/12/2024 0:02:52,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Below Average
12/12/2024 0:03:11,Graduate student,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/12/2024 0:03:31,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,High stress,Poor
12/12/2024 0:03:47,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Always,Always,Always,Major impact,Every night,Every day,Every day,High stress,Below Average
12/12/2024 0:04:06,Second year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
12/15/2024 5:43:39,Graduate student,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Poor,Always,Often,Always,Moderate impact,Every night,Often (5-6 times a week),Every day,High stress,Below Average
12/15/2024 5:43:55,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
12/15/2024 5:44:04,Third year,Male,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Average,Sometimes,Rarely,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Poor
12/15/2024 5:44:10,Graduate student,Female,Often (5-6 times a week),More than 8 hours,Every night,Good,Sometimes,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/2024 5:44:25,Second year,Male,Rarely (1-2 times a week),7-8 hours,Never,Poor,Rarely,Rarely,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Below Average
12/15/2024 5:44:26,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very good,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
12/15/2024 5:44:49,Third year,Male,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Poor,Rarely,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
12/15/2024 5:44:50,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Good,Sometimes,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
12/15/2024 5:45:07,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
12/15/2024 5:45:18,Second year,Female,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Rarely,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
12/15/2024 5:45:24,Third year,Female,Every night,More than 8 hours,Every night,Good,Often,Sometimes,Always,Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
12/15/2024 5:45:41,Graduate student,Male,Often (5-6 times a week),7-8 hours,Sometimes (3-4 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/2024 5:45:42,Third year,Male,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Rarely,Never,Rarely (1-2 times a month),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Poor
12/15/2024 5:45:58,Third year,Male,Every night,6-7 hours,Often (5-6 times a week),Good,Always,Often,Always,Major impact,Often (5-6 times a week),Sometimes (3-4 times a week),Every day,Extremely high stress,Below Average
12/15/2024 5:46:03,Second year,Female,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Poor
12/15/2024 5:46:14,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Sometimes,Always,Major impact,Every night,Every day,Every day,High stress,Poor
12/15/2024 5:46:25,Third year,Male,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Never,Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
12/15/2024 5:46:31,Third year,Male,Every night,6-7 hours,Every night,Very good,Always,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/15/2024 5:46:49,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very good,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
12/15/2024 5:46:51,Third year,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
12/15/2024 5:47:06,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/15/2024 5:47:11,Second year,Male,Often (5-6 times a week),More than 8 hours,Sometimes (3-4 times a week),Average,Rarely,Rarely,Always,Severe impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),Extremely high stress,Poor
12/15/2024 5:47:27,Graduate student,Male,Every night,6-7 hours,Often (5-6 times a week),Very good,Often,Often,Often (3-4 times a week),Severe impact,Sometimes (3-4 times a week),Every day,Every day,Extremely high stress,Poor
12/15/2024 5:47:35,Third year,Female,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Good,Often,Sometimes,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
12/15/2024 5:47:44,Third year,Male,Sometimes (3-4 times a week),7-8 hours,Every night,Very good,Sometimes,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,High stress,Poor
12/15/2024 5:47:57,Graduate student,Male,Rarely (1-2 times a week),6-7 hours,Rarely (1-2 times a week),Very good,Always,Sometimes,Sometimes (1-2 times a week),Minor impact,Every night,Every day,Every day,Extremely high stress,Poor
12/15/2024 5:47:58,Third year,Female,Sometimes (3-4 times a week),More than 8 hours,Every night,Very good,Often,Sometimes,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
12/15/2024 5:48:15,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
12/15/2024 5:48:16,Graduate student,Female,Sometimes (3-4 times a week),7-8 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
12/15/2024 5:48:31,Third year,Male,Every night,6-7 hours,Often (5-6 times a week),Good,Often,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
12/15/2024 5:48:42,Second year,Female,Sometimes (3-4 times a week),6-7 hours,Sometimes (3-4 times a week),Poor,Sometimes,Rarely,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Below Average
12/15/2024 5:48:48,Graduate student,Male,Every night,More than 8 hours,Every night,Good,Often,Often,Sometimes (1-2 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
12/15/2024 5:49:04,Third year,Male,Sometimes (3-4 times a week),4-5 hours,Sometimes (3-4 times a week),Average,Always,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Below Average
12/15/2024 5:49:06,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very good,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
12/15/2024 5:49:21,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very good,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/2024 5:49:32,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Average,Always,Sometimes,Often (3-4 times a week),Minor impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Below Average
